source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
693056396250652672,Onion is the subject of discussion on Twitter.,There's more to life than meets the eye.,The Internet is a wonderful thing.,Onion's Twitter handle is @
693068611951300608,There is no such thing as a free lunch.,Ricky is at a meeting.,The game is going well.,There is no such thing as too much information.
693071700200722433,"According to Reuters, Merkel's approval rating is 40%.","According to Reuters, Merkel destroyed the EU.","According to Reuters, only 40% of Germans support the government.",Germany's economy is in trouble.
693079616072880128,MUSIC is available on Vimeo.,There's a lot to learn from this video.,@CaleyCakes on Twitter.,"On Twitter, Facebook, and Instagram."
693082547664883712,Onion is on the move.,Onion is the name of a website.,The conversation is open to everyone.,Onion is the author's nickname.
693083689098477568,There's a lot to talk about on Twitter.,They're both in the big game.,There is no such thing as too much information.,The only thing they have in common is that they both love football.
693087256727388161,The BBC uses Twitter to share breaking news.,He is going to the BBC.,The BBC is reporting that Jeremy Corbyn has been arrested.,The BBC wants to send him back to prison.
693091255685787648,@espn has posted a video of a man on his knees.,"@espn, @jamesnogames and @j_daddy are talking about Joseph.","@espn, @jkcarter, @TheCobra and @espn.",José is 17 years old.
693098795022725120,The team needs to stay in the area.,@espn shares a picture of Las Vegas.,@espn wants to know what is happening in San Antonio.,@espn should change the name to
693102023764492288,She should be deported from the UK.,The BBC wants to deport the woman from Syria.,She has been found guilty of encouraging terrorism.,BBC wants to send her back to Syria.
693102420688121856,There is a wage gap between men and women in the US.,Mr. Obama is lying about equal pay for men and women.,WhiteHouse wants to pay women the same as men.,Women get paid less than men for the same work.
693107789007339521,Women don't earn the same salary as men.,Women are paid less than men for the same work.,WhiteHouse wants equal pay for men and women.,Women earn less than men for the same work.
693116426824093696,There is no such thing as too much information.,The company prides itself on its customer service.,There's more to life than just money.,(http://www.washingtonpost.com/
693118410444636161,There's a lot of money to be made.,There's a war on for control of the world's resources.,The price of oil is going up.,There is a lot of oil in the market.
693121477491757056,Women are paid less for equal work than men.,Women earn less than men in the US.,Women are paid less than men for the same work.,WhiteHouse is angry at POTUS for saying that women earn less than men.
693122199536934912,The EU is in trouble. Merkel is responsible for it.,"According to Reuters, Angela Merkel is the leader of the opposition in Germany.",The majority of people do not want Merkel to resign.,The majority of Germans support Merkel.
693122701569974273,There's nothing to do at the White House.,There are people in the world who don't deserve to live.,White House wants to legalize marijuana.,There is no such thing as too much information.
693123067204243456,President Obama wants to raise the minimum wage.,There is no equal pay for equal work.,POTUS doesn't deserve to be paid.,Women are paid less than men.
693125234317086720,MTV is on air now.,@zayn is a writer and producer.,The author is looking for new projects.,On Twitter: @Zayn.
693126696132804608,The pay gap between men and women in the US is unacceptable.,POTUS wants to know how many more days a woman has to work.,President Obama is going to make women earn more money.,The ratio between men and women in the US is equal.
693131575261659137,Charles is the one who brought up the issue.,Cam is making fun of ESPN.,Cam is the one who brought up the subject of race.,"Charles is not a racist, but he doesn't want to talk about race."
693136527816331264,There is no such thing as too much information.,There is no such thing as a perfect world.,It would be awesome if one of the children was born there.,It's going to be one of the best days of the year.
693139276708585472,The election is going to be interesting.,@iowahawk shares a funny story with @TheOnion.,@TheOnion shares a photo of the White House with his followers.,@TheOnion says that Bernie is smoking a cigar.
693140568143220736,There is no such thing as too much information.,It's a good day for music.,I am looking forward to seeing what happens next.,Theresa and Frank are going to meet.
693160939802214400,Bernie Sanders is disappointed with CNN.,Tommy Chong tweets at Bernie Sanders.,There are too many liberals for Bernie Sanders.,Bernie wants to know if CNN is serious.
693162950358622208,@MTV is doing what he wants to do.,It's good to be a fan.,@MTV is amazing.,@MTV doesn't like it.
693185488644149248,"According to Reuters, 60% of Germans want Merkel to resign.","According to Reuters, 60% of Germans want Merkel to resign.","According to Reuters, 60% of Germans want Merkel to resign.","According to Reuters, 60% of Germans are unemployed."
693198912660885505,It's not too much to ask.,Onion is a complete pipe.,Onion saw this on Twitter and liked it.,Onion is the author of a book.
693204483501887488,It's not too late to join the conversation.,It's coming back to you.,It's coming back to Netflix.,There is no such thing as too much information.
693204708933160960,There is no such thing as too much information.,There is no solution to this problem.,There is no such thing as too much information.,On Twitter: @stn_zack
693214543615561729,@alexisel on Twitter.,@alexis is the boss of all shows.,The internet is alive and well.,@alexisel is watching Netflix.
693216311502073856,There is no such thing as too much information.,There is no such thing as a perfect match.,There is no such thing as too much information.,There is no such thing as too much information.
693217698482933760,Bernie Sanders is a fan of Bernie Sanders.,Bernie Sanders has voted for Hillary Clinton.,Bernie is on Twitter @BernieWest.,Bernie is angry at Cornel West.
693234925252775936,@CNN wants to talk to Jake Tapper.,@CNN is a bit rude.,@CNN wants to adopt a dog.,CNN is full of love for Donald Trump.
693236688538243074,The Internet is full of conspiracy theories.,The X Files is on Twitter.,There is a lot of information on the Internet.,@thexfiles is on Twitter.
693239731031683072,@espn is not meant for that.,@espn is not of this world.,@espn is worried about his joints.,@espn shares a link to a video.
693240976970752004,Zayn Malik is on Twitter.,Zayn Malik is on Twitter.,I haven't seen it on MTV yet.,@zayn is the name of a website.
693272659447119873,There is no such thing as free will.,The best age to breastfeed is when it's safe for the baby.,It's good to see a woman's face.,There is no such thing as a free lunch.
693284114724700160,The contract was awarded to Reuters.,"According to Reuters, Boeing has signed a deal worth $38 billion with Iran.",President Trump is going to meet with Reuters.,Airbus won the contract to build the aircraft.
693344498953383936,@cnnbrk is looking for trouble.,@cnnbrk wants to send a message to China.,@cnnbrk is not the first time.,The situation in China is getting worse.
693355140284334081,CNN is trying to provoke the US.,CNN is spreading lies about the US and Russia.,CNN is accusing the US of spying on Russia.,CNN is going to air the news.
693408117225299968,The BBC reports that the president is not going to be elected.,The BBC is going to broadcast the election.,Women are second-class citizens in Saudi Arabia.,The world is a stupid place.
693411834808946688,Huffington is not happy with the way things are going.,Huffington has a problem with his hair.,It doesn't matter if you're black or white.,Huffington is an actor.
693443289370882049,POTUS wants to make sure all children have safe drinking water.,POTUS needs to focus on education and not on politics.,White House wants to make sure all children are equipped for the future.,@POTUS and @aplusk want to raise the minimum wage.
693452449173086210,"According to Wikipedia, it is:",There is no such thing as too much information.,There is no such thing as free will.,(http://www.washingtonpost.com/
693456340790804480,The FBI is trying to cover up Hillary's lies.,It's time for the FBI to investigate Hillary Clinton.,The FBI is investigating Hillary Clinton's emails.,@DRUDGE_REPORT
693456387880402944,There is no such thing as too much information.,The show is coming back to Netflix.,It's going to be a long day.,The girls are coming back to Netflix.
693457310824468480,The President wants to spend more money on the military.,@POTUS wants to build a better world.,@POTUS wants to know about education.,There is a lot of money in the world.
693459931022913536,Rolling Stone is on Twitter.,There is no such thing as too many coats.,Rolling Stone has a new song.,There are a lot of people who don't know these things.
693465666259656705,BBC is breaking the news from Turkey.,BBC is breaking the news about the conflict in Syria.,The BBC is reporting that Russian planes violated Turkish airspace.,Turkey violated BBC's airspace. Turkey is a NATO member.
693476901772513280,The situation in the Middle East is getting worse.,BBC doesn't want to be involved in the conflict in Syria.,The BBC has been accused of spreading false information.,There are children at risk in Turkey.
693481256735150082,There was a racist attack on BBC.,The BBC has been attacked by migrants.,The BBC reports that Muslims are protesting against Assad.,There is an imbalance between men and women in the BBC.
693484841011060737,Team Cavuto is against Trump.,Team Cavuto supports Ted Cruz.,Team Cavuto wants to know if Ted Cruz is still running.,Team Cavuto thinks Ted Cruz is a liar.
693485676881403905,CNN is having a bad day.,The internet is a dangerous place.,It would be better if it was CNN.,"The man is cute, but he doesn't know how cute."
693487871806689280,The doctor is an idiot.,@espn is full of shit.,There is no excuse for murder.,@espn believes that OJ is a cold-blooded killer.
693490132440129536,Someone broke the first rule of the fight club.,@espn doesn't want to talk about it.,There's a fight going on on Twitter.,The first rule of Fight Club is that you don't talk about it.
693492159635443714,Huffington is not a nice person.,Huffington thinks Trump is a horrible person.,Huffington is trying to make fun of Trump.,Huffington is angry at Donald Trump.
693492349142433792,There is no such thing as a free lunch.,There's a new video on CNN.,There's a war going on in Japan.,CNN is going to use a stealth mode on their website.
693501482721681408,The best is yet to come.,The following files are available to download.,"""I was lucky enough to hear him speak.",I don't know him but I like him a lot.
693509689418588160,MTV has a new video.,Lydia is breaking out of her shell.,Comet is too cute to have on TV.,Mia and Scott are watching MTV.
693512850539683842,The war on obesity has begun.,There is no such thing as too much information.,Onion needs to cut his nails.,The President's nails are not very nice.
693523133920342016,It's not a good idea to kill people.,There are many people in New York City who don't believe in God.,It's better to be safe than sorry.,@nytimes.com has posted a link to a video.
693524179597955072,"The game is over, but the players are still playing.",The future is bright for the Celtics.,There is no such thing as a perfect game.,The team is playing against the other team.
693533469922693120,There's a lot to talk about.,@MTV.com is a Twitter account.,The conversation is over on Twitter.,The video is available on YouTube.
693534177694609409,There is no video available at the moment.,There is no such thing as too much information.,There is no such thing as too much information.,It's not a good idea.
693537938425171968,Ted Cruz doesn't understand why people are fed up with him.,Ted Cruz is not interested in the facts.,Ted Cruz is a hypocrite.,The New York Times is not interested in politics.
693549273468764160,There is no honor in killing.,The New York Times is spreading lies about Islam.,@nytimes reports on the clash of cultures.,@nytimes @nytopinion
693554007785234432,It's just another day in America.,There was a shooting in Denver.,There's a war on for the right to bear arms.,There is a lot of talk on CNN about Muslims and terrorism.
693554344298467328,There is no need to read any further.,There is no such thing as too much information.,There's more to life than meets the eye.,The article could have been written by:
693560600471863296,There's no such thing as too much information.,There is no such thing as too much information.,There's a lot to learn from this video.,(http://www.washingtonpost.com/
693573042111270912,Dana Perino thinks Hillary Clinton should be prosecuted.,Dana Perino thinks Hillary is lying to get out of trouble.,Dana Perino tweets at Hillary Clinton.,Dana Perino thinks Hillary Clinton is a hypocrite.
693594331735683072,WhiteHouse is going to pay a fine for not obeying the law.,@WhiteHouse doesn't want to pay for health insurance.,WhiteHouse wants to know why he can't get health insurance.,WhiteHouse wants to know how much money he should pay for insurance.
693595814401327104,There is no such thing as too much information.,There is no such thing as too much information.,Theresa is looking for a job.,"According to Wikipedia, it's called"
693600369281253376,There's a lot to learn from the game.,The game is on. The winner is announced.,There is no such thing as too much information.,There is no such thing as too much information.
693605375803813889,It's the end of the night.,It's good to see more Asians.,There are too many things to talk about.,The best part of the movie is the ending.
693618217667928068,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
693622130735484929,Huffington shares a joke about Trump.,Huffington has a message for Donald Trump.,Huffington is upset with Saudi Arabia.,Huffington is a fan of Saudi Arabia.
693629498177253376,@eonline is on Twitter.,@eonline reminds me of the last scene.,@eonline is laughing at a joke.,Kate and Leonardo are going to meet.
693631772639145984,The link to the article is here.,It was the best moment of the night.,There is no such thing as too much information.,There is no such thing as a free lunch.
693643778033344512,@mashable doesn't think it's a good idea to nominate black actors.,There are no winners at Mashable Awards.,@mashable is racist.,"According to Mashable, 50% of the Oscars are won by black actors."
693658242044542976,The writer is on Twitter: @,There is no such thing as too much information.,There is no such thing as too much information.,There is no such thing as too much information.
693662456393134080,Trump is leading in the polls.,Donald Trump is trying to take over the country.,@washingtonpost claims Donald Trump is the worst president in the history of the world.,@washingtonpost says Trump is leading in the polls.
693670046497935361,The New York Times criticizes Bernie Sanders.,Bernie Sanders is the wrong choice for president.,@nytopinion thinks Hillary is a liar.,The New York Times has endorsed Hillary Clinton for president.
693673606279229440,@nytimes is a little known actor.,The New York Times criticizes the movie.,There is a lot of information about her.,@nytimes.com reports that Tika is dating a man.
693676692309700609,There is no such thing as too much information.,It's a good thing I have a lot of money.,The New York Times is on sale now.,It would have been nice if they were there.
693686290408181760,There is a gap in the data.,Hilary is a freelance journalist.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
693696168908423168,@cnnbrk is wearing a black jacket.,@cnnbrk had a stroke.,The case of the dog is over.,@cnnbrk wants to know what happened to Hillary.
693711272014155776,The Internet is a wonderful thing.,The Internet is a wonderful thing.,There's more to life than just money.,There are many ways to be born.
693718533239365633,There is a lot to learn from this article.,There's a lot of talk about Brexit.,There are many ways to respond to a problem.,There's a lot of work to be done.
693722259740069889,Sir Wogan has died of cancer.,It's a sad day at Sky News.,Sir Wogan has died of cancer.,The death of a man is being mourned.
693729678306189313,Sir Wogan has died at the age of 77.,Terry Wogan has passed away.,Terry died. He was 77.,The BBC is mourning the passing of Terry Wogan.
693769968199061504,There is a war going on in China.,There are Muslims and there are non-Muslims.,@cnnbrk is going to do something about it.,There's a war going on in Syria.
693785810311778304,The Internet is the most valuable thing in the world.,There's a lot going on in the world today.,There's a lot of information on Facebook.,The best quality marijuana is available online.
693792605755285504,There is no end to the suffering in Syria.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
693795905049329664,There are more than a million views to this article.,There's a lot going on with them this year,The New York Times is on sale now.,It's raining in New York.
693802524579618816,Ted Cruz and Maricruz are critical of CNN.,Ted Cruz and Maricruz are critical of CNN.,Ted Cruz and Maricruz are critical of CNN.,Ted Cruz is angry at CNN.
693803472806760448,Theresa is a writer and broadcaster.,I don't feel like sitting through a commercial.,There is no such thing as too much information.,There is no such thing as too much information.
693804630615166977,There is no such thing as too much information.,There is no such thing as too much information.,There is no such thing as too much information.,There is no such thing as a good analogy.
693806234026188801,The Guardian is reporting on a rape in Germany.,The Guardian is not nice to people.,She didn't want to admit to being raped.,The Guardian reports that a number of girls have been raped.
693807822971236353,Hillary's emails are not relevant to the election.,Bernie is angry at CNN for reporting on Hillary's emails.,Bernie and Hillary are having a fight on CNN.,Bernie and Hillary are having a fight on CNN.
693821069879160832,@espn.com is a disgrace.,@espn is not happy with what he read on Twitter.,It's sad for the victims.,There will be an event at the ESPN this week.
693822949456007169,@nytimes shares a link to a video.,The New York Times has sent a link to this article.,The Internet is full of useless information.,"It's not a joke, but it's true."
693824042164436992,It's a sad day when people don't like each other.,There is no such thing as an impossible task.,There is no such thing as too much information.,There's a war on for your mind.
693830499047989248,FoxNews is spreading lies about Muslims.,The president is going to visit a mosque.,Fox News is spreading lies about Muslims.,@FoxNews and @Amaka_Ekwo don't believe in human rights.
693853982293254144,Dr Zuhdi Jasser tweets about President Obama's visit to a mosque.,Dr Zuhdi Jasser is angry with POTUS.,Dr Zuhdi Jasser thinks Obama visited a mosque.,Dr Zuhdi Jasser is going to the mosque.
693855615618322432,It's the birthday of a man.,It's the birthday of a man.,It's Ben's birthday today.,It's Happy New Year's Eve.
693866093123915776,ABC refuses to classify Boko Haram as a terrorist organization.,There are problems with Boko Haram in Nigeria.,Abu Bakr al-Baghdadi is responsible for the deaths of 86 people.,The situation in Nigeria is getting worse.
693873151659249669,WhiteHouse wants to change the law to make it easier for people to use computers.,@POTUS wants to know what it takes to be an educated citizen.,@POTUS wants to know what is the plan for children's education.,@POTUS wants to improve the standard of education for children.
693899062098137088,There's a lot of trouble in Nigeria.,People are getting impatient with the government.,There's a war going on in Nigeria.,There is no such thing as too much information.
693912520923295745,Team Cavuto supports Ted Cruz.,Ted Cruz is going to win the election.,Team Cavuto thinks Ted Cruz is a fraud.,@tedcruz @TeamCavuto
693916809125351425,The first rule is don't talk about the subject.,There is a lot of sugar in the world.,The conversation is open to everyone.,Onion is on a plane.
693921710383337472,There is no such thing as too much information.,@WeareX is on Twitter.,Yoshiki is on Twitter.,@Yoshiku is on Twitter.
693925198630821889,@espn and @espn are right.,WestCoast thinks Calvin Johnson should be traded.,Barry retired at the age of 30.,Barry is retiring from the sport.
693926742814281729,There is no such thing as too much information.,There's a lot of stuff going on all over the world,The photos of the day are stunning.,"According to Wikipedia, it is:"
693934062445187072,@cnnbrk and @cnn,Donald Trump will make America great again.,"Bernie is right, Trump is a fascist.",@cnnbrk wants to send a message to Donald Trump.
697992796565741569,Chris and Bernie are having a fight on Twitter.,Bernie and Chris are asking questions about the election.,Bernie and Chris are having a debate.,Bernie has more details about his plans than Chris.
699252269414354944,Alex is a fan of Paste magazine.,Alex is not ready for the end.,@Paste is laughing at a joke.,Paste has a new episode.
701175292937707520,"The results are in, and they are not good.",The data seems to be wrong.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
701514249269542912,Bernie Sanders is too old to be president.,@nytimes.com is not a reliable source of information.,@nytimes is full of lies and doesn't respect facts.,Bernie Sanders won the election in New York by 650 votes.
701539698452393986,Donald Trump is going to win the election.,Bernie is trying to win the election.,Bernie is trying to convince people that Hillary is lying.,Hillary won't be the next president.
701975210044497921,There is no such thing as too much information.,There is no such thing as too much money.,There is no such thing as a free lunch.,It's not going to happen.
705092738224525312,@pzf will follow through.,It's good to know where to find people.,Hilary is going to vote for Donald Trump.,AnnReid is on Twitter.
705093513076015104,There is no such thing as too much credit.,There is no more reason to vote for Trump.,There is no such thing as free will.,People don't want to leave because they don't know how to.
706665777332621314,There is no such thing as too much information.,There is no such thing as a free lunch.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
707300612862566400,Caller is upset with Obama.,Caller is not happy about Obama's funeral.,Caller thinks Obama has no class.,Caller is having a bad day.
707305999971921920,@ChristieC733 and @Callisto1947 don't want him there.,@ChristieC733 and @Callisto1947 don't like Obama.,@ChristieC733 thinks Obama is a classless person.,President Obama will not come to Nancy's funeral.
707308274270539777,@dbongino is a disgrace.,@dbongino doesn't want to attend Obama's funeral.,President Obama didn't come to the funeral of Lady Gaga.,The First Lady is going to the funeral.
707310135291416576,Guypbenson is a fan of Obama.,President Obama is going to be absent for 9 months.,The funeral of a famous person was cancelled.,@guypbenson is right.
707321278135463936,President Obama is going to attend South by Southwest.,President Obama is not going to attend the funeral.,President Obama will not attend the funeral of the former First Lady.,President Obama didn't come to his wife's funeral.
707332312724283392,Wayne is a hypocrite.,Wayne is sorry about the situation.,Wayne is a nice guy.,Wayne is going to attend a funeral.
707405809181917184,@thehill wants to know what she should do.,The Hill is not surprised by the president's tweets.,President Obama didn't come to the funeral of Lady Bird.,The Hill is filled with hate.
707412869860696064,@thehill thinks it's a shame that she doesn't get more attention.,@thehill wants to know why Mrs. Obama didn't invite him to the funeral.,Mrs. Trump is not going to attend the funeral.,There is no one more classless than Barack Obama.
707420972173955072,President Obama didn't come to the funeral.,There were many people at Nancy's funeral.,@nypost finds it hard to believe that Trump is a good person.,@nypost wants to know what a priority is for Trump.
707786906189303808,@PaisleyTiger and @rita_barros are on Twitter.,"@PaisleyTiger, @AliciaFavaro and @",@PaisleyTiger and @Horry,@PaisleyTiger and @DopeDances are laughing at each other.
711994705333112832,There's nothing wrong with Dr.,There was a reason I liked it.,Dr. Simon is on Twitter.,There is no such thing as too much money.
714503380476026880,Rich is a supporter of Donald Trump.,A year has passed since I was first approached by John.,@xojanedot is a joke.,@xojaned is on Twitter.
714531423273746432,The Internet is full of lies.,@xoj is a political commentator.,There is no such thing as a free lunch.,There is no such thing as too much trust.
714555825122107392,There is no such thing as a free lunch.,Judd shares his opinion on politics.,Judd shares his opinion on politics.,(http://www.washingtonpost.com/
714560810266132480,Penn Jillette tweets about politics.,@pennjillette tweeted a link to a news article.,Penn Jillette is a writer.,@pennjillette shares a link to her article.
714598641827246081,There's no such thing as too much information.,This article originally appeared on Quora.,Equality is good for everyone.,It's hard to see the light in the dark.
714755546285477888,@brianmoore has done it again.,The world is a scary place.,There is no such thing as a perfect world.,There is no such thing as too much information.
714811995573325828,It's about time the truth came out.,Brad is worried about Donald Trump.,The article is a must read for any Trump supporter.,There is no such thing as a super power.
714851393861881857,There is no such thing as too much information.,On Twitter @daniellewis,It's not working for her.,(http://www.washingtonpost.com/
714998347111669760,Bernie is spreading lies about Donald Trump.,Bernie is a racist and wants to keep it that way.,Bernie is a socialist and wants to abolish the Voting Rights Act.,Bernie wants to know why there are so few black people in the US.
715253497462145024,Nightly is angry at NBC.,Nightly is angry at NBC News.,Nightly is angry at NBC News.,NBC is trying to convince Donald Trump to change his mind about abortion.
715254040289021952,@realDonaldTrump is out of his mind.,There is no such thing as a punishment for lying.,There's more to this story than meets the eye.,"It's not his call, it's hers."
715255507506892800,There should be punishment for women who have abortions.,Nightly is angry at NBC News.,NBC lied about Trump's daughter having an abortion.,Nightly tweeted at MSNBC that Trump is a buffoon.
715268937873760256,Huffington wants to punish men who have abortions.,Huffington is upset with Trump's comments about women.,Huffington is angry at Donald Trump.,Huffington is not a fan of abortion.
715515982584881152,Prison is a good idea.,Prison Planet is a website for people with disabilities.,Prison is a bad idea.,Prison Planet wants to know how much money it costs to buy a ticket to a Trump rally.
715671763808493569,There is no such thing as free lunch.,They don't know what to expect.,There are no winners in this game.,There is no such thing as too much money.
716092408920936448,Roger is being blackmailed by the establishment.,Donald Trump and David Brock are friends.,The problem is that the people don't care.,It's not as easy as it looks.
716416753409081344,"It's true, it's true.",It will be interesting to see how it goes.,The election results were announced on May 14th.,The search engine is not working properly.
716424773216022530,What did you find out today?,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
716439952922312704,Bernie is a fan of Bernie Sanders.,There is no such thing as too much information.,There is no such thing as too much information.,There's a lot to do.
716448280201269248,It would be great if we had a Facebook.,There is no such thing as free will.,The content of this article is subject to change.,(http://www.washingtonpost.com/
716451800581279744,"Bernie, Shaun and Lucy want to know when the election is.",Bernie didn't win the election.,Bernie and Shaun are accusing each other of election fraud.,Bernie supports Trump. Shaun supports Hillary Clinton.
716457799392342018,Bernie is on Twitter @Bernie.,Bernie is on Twitter @Bernie.,Bernie is a writer and musician.,"For more information, visit http://www.facebook.com/groups/"
716461257025581056,Bernlennials is on Twitter.,Bernie doesn't believe in reincarnation.,Bernie is not happy with the election results.,The election results were not as expected.
717081129627553792,The Anima is on Twitter.,The Anima is having some issues.,Anima is laughing at the photo of a man with Down syndrome.,@SaveTheAnima is @NoChillOnTinder.
722885778448121857,There is no such thing as a free lunch.,There are women who are afraid to go to the bathroom.,It's ok if they're trans.,It's probably for the best you don't go there.
723365789378584578,According to wikipedia.org.,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
723477822950395904,The writer is a freelance journalist.,There is no such thing as too much information.,There is no cure for cancer.,There's a lot going on in Ecuador right now.
723521076446142465,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
723644048867774464,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
723772395211862016,There is no such thing as too much imagination.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
724320681517670400,There is a problem with men using women's restrooms.,FoxNews wants to boycott Target because of transphobia.,FoxNews is boycotting Target.,@FoxNews wants to know if transgender people can use the women's bathroom.
724348906096590849,@FoxNews wants to know why Target discriminates against transgender people.,Target doesn't allow transgenders to use the men's bathroom.,@FoxNews is angry at Target for allowing men to use women's bathrooms.,Target is making a big deal about transphobia.
724603564946010112,There is no such thing as a free lunch.,This is not a good idea.,There's a man in the bathroom.,Nobody is in their right mind to do that.
724661834419048448,There's a boycott happening at Target.,Positronic will be available at all major retailers.,Positronic is available at Amazon.,There is no such thing as a perfect man.
724703995147751424,There is no such thing as a free lunch at Target.,@USATODAY is a hate group.,@USATODAY wants to know what it's like to be a man in the bathroom.,@USATODAY is having a fight with his girlfriend.
725983128444129280,Dr. Marty wants to know what happens when they do something wrong.,Dr. Marty tweets at @,Dr. Marty is on Twitter.,Dr. Marty is on Twitter.
726043971911213057,Breitbart News is on Twitter.,Breitbart News shares the latest news.,It's time to sell.,There is no such thing as a right thing to do.
726086935903494144,The stock is up over $1.,There are people who are waiting for something to happen.,@chuckwool wants to know where that is.,There is no such thing as a free lunch.
726190016435728385,There's a problem with women in the bathroom.,The Twitter account @Breitbartnews has been suspended.,There's a fight going on in the room.,Breitbart News has been hacked twice in the past week.
726442550266044416,There is no such thing as Free Will.,There's a lot of people who don't understand why people are offended.,There is no one to talk to at Walmart.,There's a fight going on in the women's bathroom.
727116900983934976,The future of Target is in your hands.,@toddstarnes is on Twitter.,There is no such thing as a free lunch.,@toddstarnes is planning to boycott the event.
727172374999666688,AnnAnn Coulter and Matt Walsh are against Amazon.,Ann Coulter and Matt Walsh are calling for a boycott of Trump's properties.,AnnCoulter is against the boycott of Target.,Ann Coulter wants to boycott Target.
727179214546456577,There's a lot of money to be made at Christmas.,The CEO forgot to pay a dividend.,There was a fight at Target.,It's business as usual at Walmart.
727187859367546880,It takes 5 seconds to sign the petition.,@SandraAL shares a photo of a shopping cart.,There's a lot of money in politics.,There is no such thing as a perfect relationship.
727588444000526336,There's a lot of money to be made.,There is no such thing as a free lunch.,Hillary is not going to jail.,There's no need to worry about the consequences.
727623131494387714,There's a lot of news on Twitter.,Theresa is a freelance journalist.,Theresa needs to go to jail.,Hilary is a serial liar.
727834854931435522,Lou Dobbs is angry at Hillary Clinton.,Lou Dobbs thinks Hillary Clinton should be tried for obstruction of justice.,LouDobbs wants to know if Hillary will be arrested.,LouDobbs and Free are angry with Hillary.
727854332188577792,There is no evidence to support the claim.,There is no answer to the question.,There's a lot to say about this subject.,There is nothing to be afraid of.
727966590084485120,Caitlyn wants to see a nude picture of Huffington.,Huffington and Caitlyn are angry at each other.,Huffington and Caitlyn are angry at each other.,@Caitlyn_Jenner and @Huffington are not impressed with the article.
727982226290442240,There are more of us than there are of them.,@scrowder wants everyone to be comfortable.,@scrowder has a new Twitter account.,There is no hard evidence it has anything to do with religion.
728013148788154368,@FOXLA is making fun of Caitlyn Jenner.,@FOXLA wants to know if he still has it.,@FOXLA and @HENROC are angry at each other.,@FOXLA and @CurtTovey don't give a fuck about Bruce Jenner.
728038172270198787,Jowett is a freelance journalist.,There is no such thing as too much money.,There is no such thing as too much information.,Hilary is on the cover of Glamour magazine.
728101712762834944,Kristen shares her opinion on the matter.,"There are no winners, only losers.",Kristen wants to see that.,Kristen is a freelance writer.
728207861050970112,Caitlyn will be back soon.,The writer tweets as @Carson,The following files are available to download.,(http://www.washingtonpost.com/
728273551883534336,Theresa shares this information with Robert.,They must not have sold enough of them.,There is no such thing as too much information.,There is no such thing as a perfect circle.
728625967921401856,Heritage is the only store left in town.,The Internet is a wonderful thing.,"It's not their fault, it's the system's.",There's a lot that most people don't know about her.
728631482722308096,It's been working on that for years.,The election results are in and it is a no-confidence vote.,@chuckwoolery is on Twitter.,There's nothing to do with gender.
729647367457230850,It's all about the money.,There is no cure for cancer.,Forbes.com is a financial news aggregator.,Forbes shares his opinion on Brexit.
730516765525082112,Rats is the name of a band.,There's a lot to be said about,There is no such thing as too much information.,There is no such thing as too much information.
730939370765754368,Hank is not happy about the election results.,Hank is joking with Carmen on Twitter.,Hank sends a message to his followers.,Hank is on Twitter.
731166399389962242,The clock is ticking for Hillary.,It's good to get out.,There's a lot of work to be done.,(http://www.washingtonpost.com/
732004388181434368,John is not happy with the way things are going.,John will not set foot in Target.,John is not sure if he likes what he read.,There is no such thing as free will.
732971411157880832,I'm not a shareholder.,It's not a good idea.,There is no such thing as cheap clothes.,There is no such thing as too much money.
733242244522725376,Theresa shares her views on Twitter.,Theresa's Twitter handle is @Teresa,Innocencial information.,There is no such thing as too much information.
740748123581087745,Hillary Clinton is the first black woman elected to the US Congress.,Hillary Clinton is a hypocrite.,Hillary Clinton is the first female presidential candidate.,Hillary Clinton is not a good person.
740791134146965504,Hillary Clinton is not the first female presidential candidate.,Hillary Clinton is the first female presidential nominee.,Hillary Clinton is the first woman president.,Hillary supports Donald Trump on Twitter.
741995157969592321,Donald Trump is a far-right extremist.,There was a shooting in Orlando.,@andieiamwhoiam and @ed_hooley don't know what difference a Muslim is from a Christian.,@andieiamwhoiam is not interested in politics.
742012307694223361,Walsh wants to know what an attack on Muslims is about.,Walsh is worried about the election results.,The conversation has moved on to other topics.,Freedom of speech is important to the Muslims.
742050150307246080,It has nothing to do with religion.,Ricky shares his views on politics.,Theresa is all for getting rid of.,He is ready to give his life for Allah.
